"A 'Pick' is called while the disc is in the air and the receiver drops the disc.
If the receiver believes the 'Pick' call affected the play, then the disc goes back to the thrower.

Hint: Rule 16.2.4.1",TRUE
"A defender from Team A intercepts a pass in-bounds and their momentum takes them out-of-bounds.
A player from Team B is within 3 metres of the pivot location.
The player from Team B can start stalling as soon as the defender catches the pass.

Hint: Rule 9.3.1",FALSE
"A defender initiates a stoppage incorrectly while the disc is in the air.
The opposition drops the disc.
The disc must be returned to the thrower, regardless of whether the call or event affected the outcome.

Hint: Rules 15.9, 16.3",FALSE
"A defensive receiving foul is called as two players attempt to catch the disc.
The call is contested and the disc is returned to the thrower to restart play.
All players must return to where they were when the thrower released the disc.

Hint: Rule 10.2.2.1",TRUE
"A defensive receiving foul is called.
The call is contested and the disc is returned to the thrower.
The two players involved in the foul call must stay where they were when the foul occurred.

Hint: Rule 10.2.2.1",FALSE
"A marking infraction is called by the thrower.
The thrower makes a completed pass.
The marker contests the marking infraction.
The result of the pass stands.

Hint: Rule 18.1.2.1",FALSE
"A pass from Team A is intercepted in the central zone by a player from Team B.
The player from Team B then intentionally drops the disc.
This is a 'double turnover' and Team A can now take possession.

Hint: Rule 13.6",FALSE
"A pass from Team A is intercepted in the central zone by a player from Team B.
The player from Team B then intentionally drops the disc.
The player from Team B must re-establish possession.

Hint: Rule 13.6",TRUE
"A player from Team A drops a catch in the central zone.
The disc stays at the location of the dropped catch.
Team B must move at walking pace or faster to retrieve the disc, but there is no time limit.

Hint: Rule 8.5.1",FALSE
"A player from Team A drops a catch in the end zone.
The disc stays at the location of the dropped catch.
Team B must put the disc into play within 10 seconds of the disc coming to rest.

Hint: Rule 8.5.1.2",FALSE
"A player initiates a stoppage incorrectly while the disc is in the air.
The opposition catches the disc.
The disc must be returned to the thrower.

Hint: Rule 15.9",FALSE
"A player initiates a stoppage incorrectly while the disc is in the air.
The opposition catches the disc.
The pass stands.

Hint: Rule 15.9",TRUE
"A player jumps from out-of-bounds.
They catch the disc in the air and they land in-bounds.
The catch stands.

Hint: Rules 11.3.1, 11.6",FALSE
"A player makes a bid and causes an accepted receiving foul.
During the bid they hurt their knee and they call injury.
They must choose either to be substituted, or to charge their own team with a Time-Out.

Hint: Rule 19.1.2",TRUE
"A receiver is in the process of establishing possession of the disc.
The receiver is fouled by a defensive player before establishing possession.
The contact caused the receiver to establish possession out-of-bounds instead of in-bounds.
The receiver can call a Force-out Foul.

Hint: Rule 17.5.1",TRUE
"A receiver is in the process of establishing possession of the disc.
The receiver is fouled by a defensive player before establishing possession.
The contact caused the receiver to catch the disc in the central zone instead of their attacking end zone.
Play continues without a stoppage.

Hint: Rules 17.5.1, 17.5.2",FALSE
"An offensive player catches the disc in the end zone they are attacking.
They then lose possession due to ground contact related to the catch.
The disc hits the ground.
This is a turnover.

Hint: Rule 14.1.2",TRUE
